name,phone,car_brand,car_model,car_age_years,km_driven,last_service_months,issue_text,service_category,priority_level,estimated_hours
Erin Ayers,001-403-445-5433x1246,BMW,5-Series,7,38972,34,vibration while accelerating. Night available source project next keep live.,AC,High,2.4
Linda Duran,317.648.4397,Mahindra,Bolero,2,56868,0,squealing noise from belt,General Check,Low,1.6
Scott Fowler,311-636-8554x6286,BMW,3-Series,10,43616,32,brakes making noise. Left worry firm population figure room.,Engine,Medium,5.3
David Stafford,001-316-430-8320x85656,Mahindra,Bolero,3,48315,20,strange smell from cabin,Tire,Low,0.6
Matthew Wagner,+1-694-600-6420x57140,Mahindra,Bolero,13,57700,21,tyre puncture frequently,General Check,Medium,1.6
April Walton,001-961-516-1982x751,Kia,Seltos,10,41676,2,brakes making noise. Much really compare him quality image kind.,General Check,Low,1.5
Jesus Pearson,(661)434-4038x01199,Toyota,Camry,5,3259,28,battery dies quickly. Thought note thousand ready.,Electrical,High,1.7
Brandon Hubbard,+1-534-626-4267x94929,Mahindra,Bolero,0,66111,6,engine oil leak. Property eat others language mission base check personal.,Oil Change,Low,2.8
William Underwood,001-218-487-5615x248,Honda,City,0,44304,33,vibration while accelerating. Behavior clear participant manage sit find speech.,General Check,High,2.1
Sandra Fowler,001-550-467-7007x5559,Mahindra,Thar,6,66905,28,engine oil leak,Oil Change,Medium,1.6
Amanda Gray,792-993-5494,Toyota,Corolla,4,77953,6,strange smell from cabin. Way need doctor he once.,AC,Low,3.6
Pamela Brown,(953)876-2423,Hyundai,i20,15,28672,10,squealing noise from belt. Least task participant success another space beautiful.,General Check,Medium,2.6
Veronica Myers,001-266-433-4427x5565,Honda,Civic,11,59441,6,battery dies quickly,Engine,High,6.5
Karen Wallace,+1-940-228-6669x803,Mahindra,Bolero,7,75794,6,strange smell from cabin. Lawyer maybe poor middle little plan.,Brakes,Low,4.1
Dennis Gordon,616-636-2766,Mahindra,Thar,0,64033,18,engine oil leak,Oil Change,Low,0.7
Alex Johnson,(256)978-8288x4930,Maruti,Swift,15,85225,14,battery dies quickly. Yard civil trial animal.,General Check,High,2.4
Kimberly Jenkins,001-721-205-6379,Toyota,Corolla,4,42977,12,engine oil leak,Oil Change,Low,1.9
Brent Webster,(573)529-4600,Hyundai,i20,5,54959,28,squealing noise from belt. General discuss its appear him day often southern.,Engine,Medium,8.4
Lawrence Chang,200-599-3929,BMW,5-Series,11,27119,24,brakes making noise. Break ready those.,Engine,Medium,8.7
Samuel Ford,(774)984-8175x7617,Maruti,Baleno,5,66019,34,strange smell from cabin,Tire,Medium,1.0
Randy Fox,633.784.7100x47018,Mahindra,Bolero,10,47537,0,brakes making noise,Engine,Low,8.0
Carol Hughes,001-329-421-1871x081,Hyundai,i20,4,57952,0,squealing noise from belt,Oil Change,Low,1.1
Bonnie Daniels,(488)405-4223,Kia,Seltos,10,16791,15,squealing noise from belt. Do probably she when tonight.,General Check,Low,1.3
Eric Davis,8282303613,Maruti,Swift,7,2759,33,strange smell from cabin. Respond throughout magazine else opportunity break radio.,Electrical,Medium,2.6
Maurice Hall,+1-285-682-1324x6040,Maruti,Baleno,7,34200,36,brakes making noise. Free you particular.,Brakes,Medium,4.8
Vanessa Johnson,470.407.3368x1219,Maruti,Baleno,4,34455,21,strange smell from cabin,Brakes,Low,2.9
Michael Norton,582-230-0208,Kia,Sonet,6,21198,24,tyre puncture frequently,Tire,Low,0.8
Tonya Massey,592-436-1417x280,Mahindra,Thar,6,55676,26,tyre puncture frequently. Else ever writer lot.,Tire,Medium,0.5
Javier Hobbs,806-632-5876x512,Kia,Sonet,7,36290,6,tyre puncture frequently,Tire,Low,0.7
Rachel Phillips,6778278148,Toyota,Corolla,13,102177,8,brakes making noise. Door although next sell thank.,General Check,Medium,2.6
Stephen Nelson,2129257414,Kia,Seltos,0,56901,5,car not starting intermittently,Oil Change,High,1.3
Benjamin Keller,420.396.6513x246,Honda,Civic,8,33285,11,aircon not cooling,AC,Low,3.5
Jeffrey Anderson,001-573-913-7434,Toyota,Corolla,0,23858,0,tyre puncture frequently,Tire,Low,0.9
Rose Andrade,847-264-5951,Maruti,Swift,2,73036,23,tyre puncture frequently. View miss reality language physical you.,Tire,Low,1.2
Patrick Stokes,610-224-5410,Hyundai,i20,13,27642,34,car not starting intermittently,Engine,High,9.4
Anne Padilla,800.894.7002x3220,BMW,5-Series,12,62806,9,squealing noise from belt,Engine,Medium,7.0
Mr. Jeff Carter,001-654-461-1201x04042,Honda,City,6,30074,15,aircon not cooling. Sense method miss police unit sound.,AC,Low,0.7
Lisa Ramsey,+1-309-931-2749,Kia,Sonet,10,48025,36,aircon not cooling. Middle day responsibility shoulder.,Engine,Medium,4.8
Daniel Barrett,(703)652-8576,BMW,3-Series,0,4195,16,squealing noise from belt. Onto data set mission rock.,Tire,Low,0.8
Cody Turner,001-890-410-0569x65783,Hyundai,i20,8,4360,14,tyre puncture frequently. Early least prevent their.,Tire,Low,1.1
Joshua Richard,2644878407,Honda,Civic,0,31315,20,battery dies quickly. And hour success economic.,Electrical,High,2.0
Parker Williams,8296657250,Toyota,Camry,10,23067,25,squealing noise from belt. Study difficult next truth might more.,Engine,Medium,7.2
Cynthia Rogers,+1-640-620-8390x93238,Honda,Civic,15,64241,30,vibration while accelerating,General Check,High,1.6
Bobby Lowery,+1-713-757-1784,Maruti,Baleno,11,76385,6,engine oil leak,Oil Change,Medium,1.8
Jennifer Haney,+1-786-363-3621x4154,Mahindra,Bolero,5,72005,22,car not starting intermittently,Tire,High,0.8
Zachary Ramirez,240-208-7125,Honda,City,5,1000,10,engine oil leak. End main fly myself either trip best.,Oil Change,Low,1.5
Michael Bowman,827.316.1458x1190,BMW,3-Series,7,3800,16,strange smell from cabin,Tire,Low,0.8
Sarah White,348.718.6128,Toyota,Camry,0,46883,23,engine oil leak,Oil Change,Low,0.6
William Terry,220.240.8196x10411,Honda,Civic,13,49928,36,squealing noise from belt. Job deal night entire part nation.,Engine,Medium,5.2
Megan Mccoy,(524)392-3719x71772,Mahindra,Bolero,5,70089,14,squealing noise from belt. Manager religious strong interview fire customer.,General Check,Low,2.2
Taylor Moore,(634)575-3816x33205,BMW,3-Series,1,35453,11,tyre puncture frequently,Tire,Low,0.8
Mr. Justin Tran,001-261-292-3893,Honda,Civic,3,2018,30,car not starting intermittently,Electrical,High,3.6
Crystal Patterson,9085649855,Kia,Sonet,14,26053,13,squealing noise from belt,Engine,Medium,5.2
Stephen Gates,910-396-9941,BMW,3-Series,4,76550,16,strange smell from cabin,Engine,Low,2.4
Stephanie Lopez,472.430.5368x305,Hyundai,Creta,8,38483,5,engine oil leak. Back resource participant relationship success decade.,Oil Change,Low,1.3
Jennifer Smith,715.468.1920x14142,BMW,3-Series,8,10573,22,car not starting intermittently. Responsibility bring all eye prove thus agree million.,General Check,High,1.3
Eric Hubbard,3949959229,Mahindra,Thar,13,58245,18,squealing noise from belt. Morning move item research.,Engine,Medium,4.3
Alan Lowe,(606)813-2761x63341,Hyundai,i20,1,24055,1,car not starting intermittently. Include ball man politics six across central.,Oil Change,High,1.7
Lori Scott,(723)289-9820x097,BMW,5-Series,15,19953,2,vibration while accelerating,General Check,High,1.5
Richard Wise,(729)529-0561x90712,Kia,Seltos,15,46303,35,aircon not cooling,General Check,Medium,1.9
Charles Brooks,001-319-277-0874x146,Toyota,Camry,8,27275,33,strange smell from cabin,Oil Change,Medium,2.3
Sheryl Miller,+1-867-973-0858x34331,Kia,Seltos,7,70916,13,car not starting intermittently,General Check,High,2.2
Amanda Stewart,+1-876-847-6904x2272,Maruti,Swift,7,46624,18,squealing noise from belt. Lot type return hold office religious practice address.,Oil Change,Low,1.9
Joshua Gonzalez,432.862.1910x61956,Honda,City,2,68779,20,vibration while accelerating. Usually night raise subject activity world.,Electrical,High,1.2
Samuel Mccormick,791.468.8826,BMW,5-Series,3,44081,34,aircon not cooling. Over because hope just arm tell people law.,AC,Medium,6.9
Christopher Castillo MD,415-522-3046x66793,Toyota,Corolla,8,32442,29,tyre puncture frequently. Billion behind nice on effort hit site.,Tire,Medium,1.1
Donald Palmer,001-205-806-0359x200,Hyundai,i20,11,16544,34,vibration while accelerating. Call enjoy different population.,General Check,High,3.1
Luis Taylor,(724)680-6644x122,Kia,Sonet,13,41424,31,engine oil leak,Oil Change,Medium,2.1
Jonathan Thomas,(700)783-1361,Mahindra,Thar,6,1000,30,engine oil leak. Health guess why of religious those task.,Oil Change,Medium,2.0
Stacy Wells,495.394.1459,Toyota,Corolla,5,73565,12,brakes making noise. Add note tell.,Brakes,Low,3.2
Christina Nelson,784-369-3987x3196,Honda,City,6,91563,1,tyre puncture frequently. Office food simply possible resource evidence maintain.,Tire,Low,0.7
Barry Roy,663.375.7049,Maruti,Baleno,9,58390,24,vibration while accelerating,Engine,High,5.4
Keith Ford,351-936-2417,Toyota,Corolla,9,45400,34,battery dies quickly,General Check,High,1.2
Deborah Horn,337-559-8059x79367,Toyota,Camry,4,8557,28,brakes making noise,Brakes,Medium,2.4
Christopher Reeves,383-686-9406,Toyota,Camry,7,58160,1,strange smell from cabin. Pay right environmental itself fear.,Electrical,Low,3.7
Dr. Deanna Carey,+1-767-958-9769x312,Kia,Seltos,11,59926,15,car not starting intermittently,General Check,High,0.9
Allison Kirby,(451)605-5544x2671,Honda,City,0,1000,27,brakes making noise,Brakes,Medium,0.8
Matthew Lopez,213-859-1501x5466,BMW,3-Series,14,80809,15,vibration while accelerating,General Check,High,2.0
Kimberly Stark,001-497-388-2014x5043,Maruti,Baleno,11,35835,24,brakes making noise,General Check,Medium,1.4
Michael Butler,9298223155,Kia,Seltos,15,43189,24,aircon not cooling. Size somebody star several seat stand.,General Check,Medium,3.1
Jessica Wolf,(214)649-2334,Mahindra,Thar,11,6051,21,strange smell from cabin. Nice travel story condition.,Engine,Medium,2.7
Colton Jackson,664.505.7561x8010,BMW,3-Series,10,56789,12,aircon not cooling,General Check,Low,2.1
Sylvia Shelton,+1-596-254-0076,Hyundai,i20,4,22990,19,engine oil leak. Debate camera soon structure identify billion.,Oil Change,Low,1.7
Catherine Rogers,584-826-5006x3006,Toyota,Corolla,2,30453,3,vibration while accelerating,AC,High,3.8
Daniel Rice,656.927.8507x94119,Honda,Civic,8,27414,25,aircon not cooling,AC,Medium,4.8
Cameron Moore,001-600-369-6694x93334,Toyota,Corolla,4,63439,3,squealing noise from belt. Lead western rock final throw.,Brakes,Low,4.7
Amy Thomas,001-754-337-3181,Kia,Seltos,10,31640,32,battery dies quickly,Engine,High,6.6
Dustin Hernandez,001-398-262-7526x77754,Toyota,Corolla,5,14798,31,vibration while accelerating. Accept pick deep walk.,Brakes,High,4.1
Mrs. Nicole Porter,001-842-975-3141,Mahindra,Thar,13,22145,34,engine oil leak,Oil Change,Medium,1.9
Tyler Kirk,001-209-314-9164x53264,Hyundai,Creta,10,34910,17,tyre puncture frequently. Check through kind human deep something room.,General Check,Low,3.1
Mr. Alejandro Jimenez,+1-386-278-7480,Toyota,Corolla,15,54834,4,strange smell from cabin,Engine,Medium,5.4
Janice Mckenzie,001-571-841-0047x4863,Mahindra,Bolero,12,51749,14,battery dies quickly,Engine,High,6.4
Megan Baker,+1-661-463-9984,Maruti,Baleno,5,97255,2,brakes making noise. Join both production.,Brakes,Low,3.3
Glenn Cross,(612)679-1607x6056,Kia,Seltos,4,51705,30,brakes making noise. Product number them chair discussion sense.,Brakes,Medium,1.4
Jessica Le,001-698-708-2227x37769,Mahindra,Thar,11,54170,24,tyre puncture frequently,Engine,Medium,8.1
Frederick Price,829-465-0840x773,BMW,5-Series,13,72640,8,vibration while accelerating,Engine,High,3.9
Darryl Morales,(665)389-5438,Honda,City,7,12986,28,strange smell from cabin,Electrical,Medium,2.0
Paula Brown,(999)445-1691,Hyundai,i20,0,48712,2,brakes making noise. Act experience able who.,Brakes,Low,3.2
Ann Brown,856.329.6957,Honda,City,11,89194,16,battery dies quickly. Product because industry stage.,Engine,High,1.9
Sarah Cole,942-237-9684,Kia,Sonet,14,3563,19,vibration while accelerating. All line like seat.,Engine,High,6.2
Anita Franklin,620-828-5940,Mahindra,Bolero,15,58054,1,car not starting intermittently. Get girl want because yet goal.,Engine,High,6.1
Steve Nelson,664-909-8092x5846,Maruti,Swift,14,28971,1,strange smell from cabin,General Check,Medium,1.5
James Orr,(879)927-2302,Honda,City,6,58228,30,vibration while accelerating,Oil Change,High,1.0
Mary Mccormick,539-713-4084x068,Toyota,Corolla,5,59935,16,tyre puncture frequently. Usually allow let stock education whole.,Tire,Low,0.5
Anthony Andrews,+1-981-390-4597,Maruti,Baleno,13,55301,27,brakes making noise,Engine,Medium,6.0
Laura Garcia,001-759-651-4303x79545,BMW,5-Series,5,59837,2,vibration while accelerating. Man soon week section two current.,Oil Change,High,1.9
Andrew Morgan,(743)909-2577x01783,Toyota,Corolla,2,37487,30,brakes making noise,Brakes,Medium,4.0
Rebecca Kirk,(998)556-6616,Maruti,Baleno,0,57400,10,battery dies quickly. Leader father administration difficult near.,Electrical,High,1.4
Jeffrey Rojas,(257)800-5529,Mahindra,Bolero,8,63968,10,engine oil leak,Oil Change,Low,1.3
Tiffany Cowan,+1-632-489-5779x6775,Toyota,Camry,5,66427,19,strange smell from cabin. Possible win inside firm method dog field physical.,Electrical,Low,2.5
Martha Collins,+1-457-286-5260x5672,Toyota,Camry,4,49509,18,engine oil leak. Tree until professor Mr type PM.,Oil Change,Low,1.2
Mr. Eric Valenzuela PhD,+1-811-445-6564x1006,BMW,3-Series,13,1000,26,engine oil leak. Him together receive song if training.,Oil Change,Medium,1.7
Grant Huang,471-791-1951x1553,BMW,3-Series,14,69736,17,car not starting intermittently,Engine,High,4.5
Sandra Parsons DDS,865.714.6801,Mahindra,Bolero,0,9219,14,tyre puncture frequently. Debate character less tough new.,Tire,Low,1.2
Jason Zamora,384.556.3105x4421,Toyota,Corolla,12,59399,32,car not starting intermittently. Pass true table future medical citizen subject drop.,Engine,High,8.0
Brittany Lee,974.419.1581x5461,Hyundai,Creta,14,50266,22,brakes making noise. Term personal test pay if.,Engine,Medium,8.5
Benjamin Mccall,836-985-4287x733,Maruti,Baleno,4,21705,2,aircon not cooling. Quite something mean guess country.,AC,Low,6.1
Jennifer Barker,763.654.8059,Honda,City,14,24510,8,engine oil leak. Base maintain rich society high.,Oil Change,Medium,1.2
Jeffrey Kramer,562.892.3336,BMW,5-Series,15,24379,2,battery dies quickly,Engine,High,5.6
Ashley Castaneda,(250)563-0670x1518,Toyota,Camry,15,55892,27,tyre puncture frequently. Chair imagine reason prevent huge bit.,General Check,Medium,2.3
Sean Townsend,+1-276-800-2687x24048,Maruti,Baleno,2,28037,15,brakes making noise,Brakes,Low,4.9
Amanda Williams,(351)941-1204x63219,Maruti,Baleno,3,13011,16,battery dies quickly. Administration song cultural piece child board.,Electrical,High,2.3
Joyce Smith,(535)258-4987x5056,Hyundai,Creta,7,41255,6,car not starting intermittently,Engine,High,7.2
Jessica Jones,001-395-875-0232,Mahindra,Bolero,5,23437,26,brakes making noise,Brakes,Medium,3.4
Taylor Harris DDS,6125809843,Kia,Seltos,0,1000,34,squealing noise from belt. Grow how walk.,Oil Change,Medium,1.3
Brad Montoya,8546840637,Toyota,Camry,5,1000,12,brakes making noise. Compare crime matter ready range.,Brakes,Low,3.6
Lindsey Wright,201-247-6957x546,Maruti,Swift,4,47905,1,brakes making noise,Brakes,Low,4.4
Shannon Nielsen,+1-656-803-0698,Toyota,Camry,10,17389,12,battery dies quickly. Various dog identify firm unit.,General Check,High,2.2
Rebecca Velasquez,676.614.5212x02346,Mahindra,Thar,8,31237,8,brakes making noise. Mean without not use step around audience feeling.,Brakes,Low,2.8
Tina Obrien,+1-537-924-4915x17870,Honda,City,11,37763,29,strange smell from cabin,Engine,Medium,7.0
Megan Sullivan,5402670317,Mahindra,Thar,12,72485,11,engine oil leak,Oil Change,Medium,1.5
Joel Butler MD,212-481-9806x76556,Mahindra,Thar,8,55637,19,vibration while accelerating,Electrical,High,2.8
Laura Burton,226-756-6780x51656,Maruti,Baleno,15,39345,7,squealing noise from belt. Authority yet its service enter.,General Check,Medium,2.7
Eric Abbott,3179286777,Kia,Seltos,11,33423,10,battery dies quickly. Someone me provide teacher fact media how.,Engine,High,5.5
Brian Hampton,+1-561-584-0793x879,Toyota,Camry,9,43703,25,brakes making noise,General Check,Medium,2.3
Elizabeth Roberts,001-242-365-3738,Mahindra,Thar,12,13879,33,vibration while accelerating. Old lead old no.,Engine,High,1.1
David Goodman,505.782.5295x1309,Mahindra,Bolero,11,20748,12,brakes making noise,General Check,Medium,2.7
Allen Wiley,(793)479-9668x114,Honda,Civic,15,10842,11,battery dies quickly. Recognize some short deal.,General Check,High,1.5
Joshua Bailey,573.730.1363x7640,Hyundai,i20,15,23161,31,engine oil leak. Teach none score difference quickly discussion.,Oil Change,Medium,1.0
Martin Malone,+1-917-253-0137x153,Honda,Civic,7,20880,29,squealing noise from belt. Step eat goal position set.,Engine,Medium,6.1
Megan Murphy,+1-593-395-6006x6777,Kia,Seltos,13,34007,24,squealing noise from belt. Until college reason example take.,Engine,Medium,0.8
Tammy Schwartz,8662852164,Maruti,Swift,1,9069,15,engine oil leak. Top human prove machine.,Oil Change,Low,1.3
Carol Walker,001-441-509-1225x68974,Kia,Seltos,14,1000,35,brakes making noise,Engine,Medium,8.2
John Moore,730.911.9247,Toyota,Corolla,14,62026,34,strange smell from cabin,General Check,Medium,1.5
Nicholas French,7995043281,Hyundai,i20,12,23544,23,vibration while accelerating. Expect present already realize father.,General Check,High,2.6
Jessica Rose,3964236616,Honda,Civic,3,4249,13,brakes making noise,Brakes,Low,3.3
Ryan Henry,576.507.8575x1877,Hyundai,i20,8,43675,28,battery dies quickly. Impact property answer establish.,Electrical,High,1.8
Kenneth Wheeler,(215)251-8436x127,Kia,Seltos,12,26333,4,battery dies quickly. Case himself hold idea management able.,General Check,High,2.6
Christopher Frost,656.219.0343x88015,BMW,5-Series,14,1000,15,aircon not cooling. Until deep defense eight occur would deal.,General Check,Medium,1.7
Stephanie Price,001-767-480-5119x795,BMW,3-Series,3,29047,17,vibration while accelerating. Adult sell top wall wide prepare challenge.,Electrical,High,2.3
